model;question;answer;similarity_score
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;İki boyutlu bir diziyi yazdırmak için geçerli bir C++ kodu oluşturun;İki bileşenli bir tarif, bir muz ve çilekli smoothie'dir. İstediğiniz kıvamı elde etmek için bir muz ve bir bardak çileği biraz su veya sütle bir karıştırıcıda karıştırın.;0.1253044
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;ABD Anayasası ile 1958 Fransız Anayasası arasındaki farkları bulun.;sakince.;0.07701466
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bir bahçede bulunabilecek öğelerin bir listesini oluşturun.;"def intersect(list1, list2): """"""Bu işlev verilen iki listenin kesişimini döndürür. Argümanlar: list1 {list} -- İlk liste list2 {list} -- İkinci liste Geri Döndürür: list -- verilen iki liste """""" dönüş list(set(list1).intersection(list2))";0.14393331
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Verilen şirket için bir anahtar değer belirtin.  Şirket: Greenpeace;Finansal rapor, şirketin toplam gelirinin %15 oranında azaldığını gösteriyor, bu da potansiyel finansal sorunların veya risklerin göstergesi olabilir. Şirketin mevcut stratejilerini yeniden değerlendirmesi ve geliri artırmanın yeni yollarını bulması gerekebilir. Giderler ve karlar gibi diğer performans göstergeleri de daha fazla bilgi için analiz edilmelidir.;0.28782284
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Aşağıdaki soruyu cevaplamak için kullanılabilecek bir veri örneği veriniz.  Amerika Birleşik Devletleri'nde ortalama sıcaklık nedir?;1000$ ile satın alabileceğiniz iki lüks, iPhone 11 Pro Max gibi üst düzey bir akıllı telefon ve bir çift tasarım ayakkabı içerir.;0.0597272
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Makine öğrenimi için sinir ağı kullanmanın birkaç avantajını açıklayın.;Bir görevi gerçekleştirmek için derin bir öğrenme modeli kullanmak, kolluk kuvvetleri tarafından insanları tanımlamak için kullanılan yüz tanıma yazılımı gibi önemli etkiye sahip otomatik karar vermeye yol açabilir.;0.69714767
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bu görevde, aşağıdaki cümleyi doğru veya yanlış olarak sınıflandırmanız gerekecek.  Bitkiler hareket edebilir.;Derecelendirme sistemi, yeterlilik ve deneyim gibi kriterlere dayanmalıdır. Her aday, kriterlere ve buna göre atanan puanlara göre derecelendirilmelidir. Puanlar daha sonra adayları sıralamak için kullanılabilir. Örneğin, kriterler şunları içerebilir: • Eğitim ve Yeterlilik - 10 puan • Deneyim - 10 puan • Analitik Beceriler - 10 puan • Liderlik becerileri - 10 puan • İletişim - 10 puan • Mülakat Performansı - 10 puan • Final Puanı - 60 puan;0.21061489
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Verilen problem için iki olası çözüm önerin.  John, işyerindeki tüm görevlerini yönetmekte zorlanıyor.;güzel yediğim elma;0.020052526
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Şu kelimeleri alfabetik sıraya göre düzenleyin: App, Boy, Data, Cloud.;Bir gül fidanını budamak için keskin budama makası kullanarak işe ölü, hastalıklı veya kırık dalları çıkarın. Ardından, kesişen veya birbirine sürtünen dalları belirleyin ve bunları da budayın. İçe, aşağıya veya dışa doğru büyüyen dallar için, 45 derecelik bir açıyla tomurcuğun hemen dışına kadar budayın. Ardından, daha iyi hava sirkülasyonu ve daha fazla ışık sağlamak için merkeze çok yakın olan dalları çıkarın. Son olarak, istenen şekilden daha uzun dalları keserek çalıyı şekillendirin.;0.16680077
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Metin cümlesini sosyal medya platformlarında paylaşmak için kullanılabilecek şekilde biçimlendirin.  Bu yaz tatilimi Tayland'da geçiriyorum!;def tespit_anagramları(s1, s2): # dizileri küçük harfe çevir s1 = s1.lower() s2 = s2.lower() # dizileri sırala s1_list = sorted(s1) s2_list = sorted(s2) # karşılaştır ve bir boole değeri döndür s1_list == ise s2_list: True döndürür, aksi takdirde: False döndürür;0.03537675
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Size bileşenlerin bir listesi verilir ve hepsini içeren bir hikaye oluşturmanız gerekir. Bileşenler: Tren İstasyonu, Flüt, Yabancı;Merkezkaç kuvveti, dönen bir referans çerçevesinde bakıldığında tüm nesnelere etki ediyor gibi görünen eylemsizlik kuvvetidir. Dönme ekseninden uzağa yönlendirilir ve nesnenin kütlesi ve açısal hızının karesiyle orantılıdır. Bir daire içindeki nesnelerin hareketini tanımlamak için kullanılabilen dışa dönük, radyal bir kuvvettir.;0.1280459
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bir görevi gerçekleştirmek için derin öğrenme modeli kullanmanın sonuçlarına bir örnek verin.;Bu pastanın tadı berbat.;0.025254391
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;"""İklim Değişikliğinin Etkileri"" makalesini 20 kelimeden az özetleyin.";Bu ifade duyguya bir çağrıdır.;0.23287687
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Aşağıdaki makale göz önüne alındığında, içeriği yansıtan bir başlık oluşturun.  Son yıllarda yapay zekanın (AI) tıp alanında kullanımı giderek yaygınlaşıyor. AI, teşhislerin doğruluğunu artırmak, belirli tıbbi görevleri otomatikleştirmek, tedavilere yardımcı olmak ve hatta hastalarla yapılan konuşmaları simüle etmek için kullanılmıştır.;Gezegenler güneşe en yakın sırasına göre Merkür, Venüs, Dünya, Mars, Jüpiter, Satürn, Uranüs, Neptün ve Plüton'dur.;-0.021485697
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;İklim değişikliği hakkında bir araştırma makalesi için ilginç konuların bir listesini oluşturun.;Jack, John, Kate, Lisa;0.03468478
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Aşağıdaki cümleyi fiil, isim, sıfat vb. olarak sınıflandırınız.  Doğa güzeldir.;24'ün pozitif bölenleri 1, 2, 3, 4, 6, 8, 12 ve 24'tür ve bu tür toplam 8 sayı vardır.;0.10748199
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bu cümlelere uygun noktalama işaretlerini yerleştiriniz.  Açım dedi;1. Karbon 2. Kalay 3. Kükürt 4. Krom 5. Gümüş 6. Ksenon 7. Kadmiyum 8. Neodimyum 9. Hafniyum 10. Toryum;0.2870235
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Relu aktivasyon fonksiyonunun ne olduğunu açıklayın,;Diyabetli hasta için düzenli kontroller, diyet ve egzersiz, insülin yönetimi ve reçeteli ilaç planını içeren bir sağlık planı öneriyorum. Ek olarak, hastaya kan şekerini düzenli olarak izlemesini ve gevşeme teknikleriyle stres seviyesini yönetmesini tavsiye ederim.;0.16204263
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Gerekli tüm bilgileri koruyarak aşağıdaki cümleyi daha az kelime kullanarak yeniden yazın.  Başarılı olmak için, onları sonsuza kadar ileriye taşıyacak ulaşılabilir hedefler belirlenmelidir.;Sadakat teması, Harper Lee'nin klasik romanı To Kill a Mockingbird'deki en belirgin motiflerden biridir. Hikaye boyunca sadakat, ana karakterin babası Atticus Finch'in eylemleriyle gösterilir. Atticus ailesine, arkadaşlarına ve ahlaki inançlarına son derece sadıktır. Bu sadakat, kızına ve oğluna bir örnek teşkil ediyor ve onlara, değer verdiklerinize bağlı kalmanın ve onları savunmanın önemli olduğunu öğretiyor. Ana karakter olan Scout, inançlarına veya davranışlarına katılmasa bile başkalarına sadık olmayı öğrenir. Hikaye aynı zamanda kişinin topluluğuna ve daha iyiye sadakat fikrini de araştırıyor. Atticus, yoğun bir zulümle karşılaşmasına rağmen, topluluğuna sadık kalır ve adaleti savunur. Davranışları, sadakatin koşulsuz olması gerektiğini ve sadakatimizin nihayetinde daha büyük iyilik ve adalet için olması gerektiğini gösteriyor.;0.251929
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bir elma ve bir portakalı üç cümlede karşılaştırın ve karşılaştırın.;Ekibimize katılmak için çalışkan ve motive bir birey arıyoruz.;0.119111806
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bir maddenin bir çözücü içindeki çözünürlüğünü etkileyen dört faktörü listeleyin.;Malzemeler: - 1 su bardağı yulaf - 1/2 su bardağı kıyılmış badem - 1/2 su bardağı kıyılmış kaju - 1/4 su bardağı şurup veya bal - 2 yemek kaşığı badem yağı - 2 yemek kaşığı hindistan cevizi yağı - 2 yemek kaşığı chia tohumu - 2 yemek kaşığı keten tohumu - 1 /2 çay kaşığı öğütülmüş tarçın - 1/3 fincan bitter çikolata parçaları Talimatlar: 1. Fırını önceden 350°F'ye (177°C) ısıtın. 2. 8 inçlik (20 cm) kare bir tepsiyi parşömen kağıdı ile kaplayın. 3. Orta boy bir kapta yulaf, badem ve kajuları birleştirin. 4. Küçük bir tencerede kısık ateşte şurubu veya balı, badem ezmesini ve hindistancevizi yağını karıştırın. Eriyene kadar karıştırın. 5. Islak karışımı kuru malzemelere dökün ve iyice karıştırın. 6. Tüm malzemeler eşit şekilde dağılana kadar karıştırarak chia tohumlarını, keten tohumlarını ve tarçını ekleyin. 7. Karışımı hazırlanan tavaya dökün ve eşit şekilde yayın. 8. Altın kahverengi olana kadar 25 dakika pişirin. 9. En az 15 dakika soğumaya bırakın, ardından çubuklar halinde kesin. 10. Bitter çikolata parçalarını eritin, ardından çubukların üzerine gezdirin ve soğumaya bırakın. 11. Hava geçirmez bir kapta oda sıcaklığında 1 haftaya kadar saklayın.;0.26817864
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Kişinin kendisini yalnız hissettiği bir durum hakkında bir hikaye anlatın.;Bir zamanlar o kadar güzel bir araba vardı ki, sanki harika bir araba kullanıyor gibiydik. Gece boyunca sürdü, Farlar çok parlak, Ve bizi harika bir yolculuğa çıkardı.;0.29109794
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;'Q' harfi ile başlayan beş kelimelik bir zincir oluşturun;"""elmalı turta tarifi""";0.27828464
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Şimdiye kadar yaşadığınız en eşsiz deneyimi açıklayın.;[3, 4, 5, 6, 7, 8, 9, 10, 11];0.12894127
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;İş kuran birine tavsiyede bulunun.;"Bunun organizasyonumuz üzerinde olumsuz bir etkisi olabilir; bu nedenle kaçınılmalıdır.";0.4585252
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;İnsanların neden dedikodu yaptığını açıklayın;Müzik türü Ska-Punk'tur.;0.13876772
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;"Şu iki kelimeyi içeren bir cümle oluşturun: ""sarı"" ve ""güneş ışığı"".";"Baston veya baston tutan yaşlı bir adamın kafa karışıklığı içinde başka bir yere baktığı resminin olduğu bir mem ve ""Yirmili yaşlarındaki insanlar 'eski güzel günlerden' bahsettiğinde"" başlığıyla.";0.31787378
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bu durumu açıklayan bir cümle yazınız.  İki adam bir yolda yürüyor, biri sırt çantası taşıyor.;Vietnam Savaşı, Kuzey ve Güney Vietnam arasında 1954'ten 1975'e kadar süren bir çatışmaydı. Savaşın önemli olayları arasında Dien Bien Phu Savaşı (1954), Kuzey Vietnam taburunun Pleiku'daki ABD üssüne saldırısı (1965), Tet Saldırısı (1968), Kuzey Vietnam'ın Saygon'u alması (1975) ve Paris Barış Anlaşmaları (1973). Savaşın diğer önemli olayları arasında Sovyetler Birliği ve Çin'in çatışmaya müdahalesi, savaşın kitlesel medyada yer alması, ABD'de meydana gelen protestolar ve sivil itaatsizlik ve 1973'te ABD birliklerinin çoğunun geri çekilmesi yer alıyor.;0.10328349
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Cümleyi tersini söyleyerek yeniden yazınız.  Kral, halkı tarafından sevilirdi.;1. Mümkün olduğunca tek kullanımlık plastikleri reddedin. 2. Yeniden kullanılabilir alışveriş torbaları, su şişeleri ve pipetler gibi yeniden kullanılabilir alternatifleri tercih edin. 3. Sürdürülebilirliği ön planda tutan şirketleri desteklemek. 4. Minimal, geri dönüştürülebilir ambalajlı ürünler satın alın. 5. Toplu olarak satın alın, çiftçi pazarlarından alışveriş yapın ve yeniden kullanılabilir kaplarda yemek hazırlayın. 6. Yeniden kullanılamayan plastik öğeleri kompostlayın veya geri dönüştürün. 7. Bağış yapın ve ikinci el alışveriş yapın. 8. Bambu diş fırçası ve silikon fırın hasırları gibi çevre dostu ev eşyalarına yatırım yapın. 9. Biyolojik olarak parçalanabilen temizlik ve hijyen ürünlerini tercih edin. 10. Topluluğunuzda daha iyi mevzuat ve plastiksiz girişimler için lobi yapın.;-0.03962954
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Mezuraları etkili bir şekilde kullanmak için beş ipucu sağlayın;Aktif;0.5122466
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Aşağıdaki saati UTC, 12:30 pm Pasifik saatine çevirin.;1. İklim değişikliği gezegenimizi nasıl etkiliyor? 2. İklim değişikliğinin kısa ve uzun vadeli sonuçları nelerdir? 3. İklim değişikliğinin etkilerini azaltmak için neler yapabiliriz? 4. İklim değişikliğiyle mücadele için olası çözümlerden bazıları nelerdir? 5. İklim değişikliğiyle mücadele etmek için diğer ülkelerle nasıl çalışabiliriz? 6. Küresel iklim değişikliğiyle mücadele çabalarında şirketler nasıl bir rol oynuyor? 7. Bireyler iklim değişikliğiyle mücadeleye yardımcı olmak için ne yapabilir? 8. Teknoloji, iklim değişikliğine karşı mücadelede nasıl yardımcı oldu? 9. İklim değişikliğinin taşma noktasına gelmemesi için ne yapmalıyız? 10. İklim değişikliğinin ekonomik sonuçları neler olabilir?;0.045378827
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Gönderene bir e-posta yanıtı oluşturun.  Sayın Bay Smith, Şirketimize gösterdiğiniz ilgi için teşekkür ederiz ve yakında sizinle çalışmayı umuyoruz. Saygılarımızla, XYZ Ekibi;Hamsi üzerine bir belgesel izledim ve oldukça ilginçti - tonlarca eğlenceli gerçekle serpiştirilmişti!;0.17952912
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Babaların genellikle çocukları için yaptıklarına bir örnek veriniz.;"Bir benzetme, ""gibi"" veya ""as"" kelimelerini kullanarak iki şeyi karşılaştıran bir konuşma şeklidir. Örneğin, gökyüzü uçsuz bucaksız bir yıldızlar okyanusu gibidir.";0.29384524
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Tenis ile ilgili isimlerin bir listesini oluşturun.;Bir işletme için bulut bilgi işlem platformunu devreye almak, gelişmiş ölçeklenebilirlik, maliyet tasarrufu ve gelişmiş teknolojilere erişim gibi avantajlar sağlayabilir. Ek olarak, bir bulut bilgi işlem platformu, şirketlerin daha az kaynak kullanarak işlem güçlerini ve operasyon hızlarını artırmalarına olanak tanır.;-0.015076567
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;"""Telefonumun pili aniden bitti"" cümlesine uygun bir yanıt oluşturun.";- Dengeli beslenin. - Düzenli egzersiz. - Yeterli uyku almak. - Alkol, kafein ve şeker alımınızı sınırlayın. - Hidratlı kalın ve bol su için.;0.21200424
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;İnsanların neden iklim değişikliğini önemsemesi gerektiğine dair bir tweet yazın.;HAYIR;0.19101092
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Gelişmekte olan ülkelerdeki açlık sorununa bir çözüm belirleyin.;Olmamıştı;0.08428193
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Yaşam hakkında felsefi bir ifade formüle edin.;Alimler kırsal bir meskende yaşıyordu.;0.15695424
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Verilen anahtar kelimeden 4 benzersiz kullanıcı adı oluşturun.  çita;Derin öğrenme, beynin sinir ağlarının yapısından ve işlevinden ilham alan algoritmaları kullanan makine öğreniminin bir alt alanıdır. Makinelerin ve bilgisayarların verilerden öğrenmesini sağlamak ve veri kümeleri içindeki diziler, olaylar ve öğeler için modeller oluşturmak için yapay zekada (AI) kullanılır. Bu ağlara birden fazla bilgi katmanı sağlayarak, kalıpları tanımak, girdileri sınıflandırmak ve kategorilere ayırmak ve hatta yeni sonuçlar üretmek için eğitilebilirler. Derin öğrenme, bilgisayarların doğru karar vermeyi, insanlarla diyalog halinde etkileşim kurmayı ve hatta sanat yaratmayı öğrenmek için büyük miktarda veriyi analiz etmesini sağlamak için uygulanabilir.;0.11201696
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Teknolojinin öğretimde nasıl yardımcı olabileceğine dair bir örnek açıklayın.;Sağlıklı beslenmek vücuda gerekli besinleri, vitaminleri ve mineralleri sağlarken, düzenli egzersiz yapmak fiziksel sağlığı iyileştirmeye, stres düzeylerini düşürmeye ve ruh halini iyileştirmeye yardımcı olabilir. Her iki aktivite de daha sağlıklı bir yaşam tarzına katkıda bulunabilir ve uzun vadeli faydalar sağlayabilir.;0.18047905
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Aşağıdaki cümleyi orijinal anlamını kaybetmeden daha basit hale getirmek için yeniden yazınız.  Kuruluşun, sorunun çözüldüğünü kanıtlamak için çeşitli belgeleri bir araya getirmesine rağmen, rapor hala iyileştirmeye açık olduğunu ima ediyor.;Çalışma, Danimarka'da 50 yaş ve üstü 3.042 katılımcı ile gerçekleştirildi. Egzersiz ve sağlıklı beslenme kombinasyonunun inme riskini %30'a kadar azaltabildiğini bulmuştur. Ek olarak, çalışma, haftada beş veya daha fazla egzersiz yapan katılımcıların %38'e varan daha büyük bir risk azalmasına sahip olduğunu buldu.;0.19877018
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Beş komik tak-tak şakası oluşturun.;Veri madenciliği altın madenciliği gibidir. Tıpkı madencilerin altın külçelerini bulmak için kum ve kiri elemek zorunda kalması gibi, büyük bir veri kümesindeki kalıpları tanımlamayı içerir. Görev için çok fazla sabır ve özveri gerektirir, ancak sonunda ödül buna değer. Madencilerin değerli olabilecek altını bulmaları gibi, veri madencileri de verilerde değerli içgörüler elde etmek için kullanılabilecek kalıplar bulur.;0.049167454
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Dayanıklılık ve azim fikrini yakalayan bir şiir yazın.;Karbon döngüsü, karbonun atmosfer, biyosfer, okyanuslar ve jeosfer arasında hareket ettiği süreçtir. Karbondioksit, solunum, yanma ve fosil yakıt yakma yoluyla atmosfere salınır. Daha sonra fotosentez sırasında bitkiler tarafından alınır ve organik maddeye dönüştürülür. Bu organik madde daha sonra, sonunda okyanusta sona ermeden önce besin ağı boyunca çevrilir. Orada, plankton gibi organizmalar, sonunda okyanus tabanına batan kabukları ve diğer tortul kayaları oluşturmak için karbondioksiti kullanır. Bu karbondioksit sonunda atmosfere geri salınır ve böylece bir döngü oluşur.;0.11027075
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Her şeyin mümkün olduğu büyülü bir dünya hakkında bir hikaye oluşturun.;İnsanlar, müşteri hizmetleri etkileşimlerinin maliyetini azaltmak, yanıt sürelerini iyileştirmek ve müşterilere ihtiyaç duydukları bilgileri almanın daha verimli ve kolay bir yolunu sunmak için sohbet robotlarını kullanır.;0.041726895
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bu makaleyi bir blog gönderisi veya bir görüş yazısı olarak kategorize edin.  Zenginle Fakir Arasındaki Uçurum Açılıyor Son yıllarda zenginlerle yoksullar arasındaki uçurum hızla açılıyor. Bu fenomen, dünya genelinde eşitsizliğin hızlı büyümesinde görülmektedir. Oxfam International'ın bir raporuna göre, nüfusun en zengin yüzde 1'lik kesimi artık dünya servetinin yarısına sahip.;Arkadaş 1: Şehrimizin belediye başkanının yeni bir imar projesini onaylamayı planladığını duydum. Arkadaş 2: Gerçekten mi? Ne tür bir proje? Arkadaş 1: İçinde alışveriş merkezi ve evlerin olduğu yeni bir park inşa etme planı. Arkadaş 2: Vay canına, kulağa harika bir fikir gibi geliyor. Nereye inşa edecekler? Arkadaş 1: Tam şehir merkezinde, sahile yakın. Arkadaş 2: Kulağa harika geliyor. İnşallah bir an önce inşaata başlarlar.;0.16153288
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Çocuklar için besleyici bir atıştırmalık önerin.;Tropikal yağmur ormanlarında yaşayan iki bitki türü orkideler ve bromeliadlardır.;0.04767517
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Reklamcılıkta kullanılan üç psikolojik tekniğin bir listesini yapın.;Tweet kurallara aykırı olduğu için silinmiştir.;0.06179178
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Üç programlama dilini sınıflandırın  Java, C++, Piton;İkinci dereceden denklemin kökleri göz önüne alındığında: z^2 - (10 + 9i) z + (4 + 46i) = 0, burada a + 4i ve b + 5i köklerdir. Vieta'nın formüllerini kullanarak şunu elde ederiz: (a + 4i) + (b + 5i) = 10 + 9i, (a + 4i)(b + 5i) = 4 + 46i. Birinci denklemden a + b + 9i = 10 + 9i elde ederiz, yani a + b = 10. İkinci denklemi genişleterek şunu elde ederiz: (ab - 20) + (5a + 4b)i = 4 + 46i. Dolayısıyla, ab = 24 ve 5a + 4b = 46. a + b = 10 ve 5a + 4b = 46'yı çözerek a = 6 ve b = 4'ü buluruz. Dolayısıyla (a, b) sıralı çifti (6, 4) olur. ).;0.2006129
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Kuantum Bilgisayar nedir açıklayınız.;Teknolojinin modern eğitim üzerindeki etkisi, öğrencilerin daha hızlı ve daha etkili bir şekilde öğrenmelerini, öğretmenlerin yeni ve yenilikçi öğretim yöntemlerine erişmelerini ve okulların daha özel bir eğitim deneyimi sunmasını sağlayarak dönüştürücü olmuştur. Teknoloji, etkileşimli araçların ve multimedyanın entegrasyonunu sağlayarak daha ilgi çekici ve sürükleyici bir öğrenme deneyimi yarattı. Ayrıca, öğrencilere kendi ihtiyaçlarına ve ilgi alanlarına göre öğrenme esnekliği vererek, bireyselleştirilmiş ve kendi hızına göre eğitime izin vermiştir. Teknoloji aynı zamanda çevrimiçi kurslara, öğreticilere ve eğitim içeriğine erişim sağlayarak eğitim açığını kapatmada önemli bir rol oynamış ve bunu dünyanın her yerindeki öğrenciler için daha kolay ve daha erişilebilir hale getirmiştir. Nihayetinde teknoloji, modern eğitim sisteminde devrim yaratarak öğrenmeyi daha verimli ve ilgi çekici hale getirmede etkili oldu.;0.3115592
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Pandemi nedeniyle işini kaybetmiş biri için bir hikaye yazın.  John, on yıldır yerel bir bakkalda çalışıyordu.;"""Kızgın"" kelimesinin eş anlamlısı ""öfkeli""dir.";0.12826404
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bu cümleyi akademik okuma güçlüğü açısından sınıflandırınız.  Süpernovalar, bir galaksiden daha parlak parlayan patlayan yıldızlardır.;Bu dilbilgisi denetleme aracı, yazılarını geliştirmek isteyenler için harika bir seçenek. Yazılı İngilizce'deki dilbilgisi hatalarını kontrol etme ve düzeltme yeteneği ile kullanımı kolaydır ve hızlı sonuçlar sağlar. Onu yazarlar, editörler ve akademisyenler için paha biçilmez kılan birçok özelliğe sahiptir. Genel olarak, yazılarında doğru ve mükemmel dilbilgisi sağlamak isteyen herkes için harika bir üründür.;0.20349362
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bir aile yemeği için bütçe 200 $.;Ondan tavsiye istedi.;0.035178337
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Aşağıdaki konuşmaya uygun bir cevap yazınız.  A: Yeni bir bisiklet almayı düşünüyorum. B:;Hasta, ayakta veya yatarak tıbbi tedavi veya bakım gören kişidir. Öte yandan zayiat, askeri harekat, kaza veya felaket sonucu yaralanan veya ölen bir kişiyi ifade eder. Her iki terim de yardıma ihtiyacı olan kişilere atıfta bulunsa da, farklı bağlamlarda kullanılırlar ve farklı anlamları vardır.;0.1695055
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;3,14 radyanı dereceye dönüştürün.;Çok fazla şeker tüketmek, kilo alımı, tip 2 diyabet riskinin artması ve kalp hastalığı riskinin artması gibi bir dizi sağlık sorununa yol açabilir. Ayrıca boşluklara ve diğer diş sorunlarına katkıda bulunabilir ve düşük enerji seviyelerine ve zayıf konsantrasyona neden olabilir.;0.13168453
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Neden bazı işletmeler başarısız oluyor?;Travma sonrası stres bozukluğu (TSSB), korkunç bir olay veya çile yaşayarak veya buna tanık olarak tetiklenebilen bir akıl sağlığı durumudur. Bir kişinin günlük yaşamdaki işleyişini önemli ölçüde etkileyerek ilişkileri sürdürmeyi, düzenli bir iş bulmayı ve hatta yemek yeme, uyuma ve banyo yapma gibi temel ihtiyaçları karşılamayı zorlaştırabilir. TSSB'nin yaygın semptomları, tekrarlayan müdahaleci anılar ve kabuslar, travmatik olayı hatırlatan yerlerden ve etkinliklerden kaçınma, kabuslar veya geri dönüşler, olumsuz inançlar ve duygular, travmayı hatırlatan durumlara karşı artan tepkiler ve panik gibi fiziksel semptomları içerir. saldırılar. TSSB'den muzdarip olanlar genellikle güçlü duyguları düzenlemekte zorlanırlar, ilişkilerini sürdürmekte zorlanırlar ve genellikle etraflarındaki dünyadan kopuk hissederler. TSSB zayıflatıcı bir durum olabilir, ancak bilişsel-davranışsal ve göz hareketi duyarsızlaştırma ve yeniden işleme (EMDR) gibi terapiler rahatlama sağlamada çok yardımcı olabilir.;0.20937535
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bir kitaplıkta beklenen davranış nedir?;Blockchain, kriptografi kullanılarak birbirine bağlanan blok adı verilen kayıtlardan oluşan bir veritabanı türüdür. İşlem verilerini kaydeden ve depolayan, dijital varlıkların bir taraftan diğerine daha hızlı ve daha verimli bir şekilde aktarılmasına olanak tanıyan şeffaf, güvenli ve değişmez bir dijital defter oluşturur.;0.07045132
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Geri dönüşüm yapmamanın sonuçlarını gösteren birkaç cümle yazın.;Altın yapraklar süzülüyor ve dönüyor, Tembel bir sonbahar girdabında. Sürüklenen bulutların altında, Görüş blokları kalabalığı aydınlatıyor. Orada burada dans ederler, Tepelerde usulca ses çıkarırlar. Uzak ufka giderler, Rüzgârın akışını arayarak.;0.194981
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bir web sitesinden bir ürün satın almak isteyen bir müşteri olduğunuzu farz edin. Çevrimiçi ödeme sürecini açıklayın.  Amazon'dan bir dizüstü bilgisayar;Sağlık hizmetlerinde yapay zeka tabanlı çözümler kullanmanın başlıca avantajları, geliştirilmiş teşhis doğruluğu, kişiselleştirilmiş tedaviler ve daha hızlı veri analizi ve işlemesidir.;0.23137175
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Tropikal bir bölgede yaşayan birinin muhtemelen ne tür yiyecekler yiyeceğini tahmin edin.;Apple'ın (AAPL) mevcut hisse fiyatı 485,62 $ ve Google'ın (GOOGL) mevcut hisse fiyatı 1.496,80 $'dır.;-0.04740961
sentence-transformers/paraphrase-multilingual-mpnet-base-v2;Bilişsel empati var mı?;Etkili bir lider, iyi bir iletişimci olmalı ve ekibini dinleyebilmelidir. Stratejik düşünebilmeli ve başkalarıyla işbirliği içinde çalışabilmelidirler. Ek olarak, kendinden emin ve kararlı olmalılar ve ekip için diğerlerine etkili bir şekilde iletilebilecek bir vizyona sahip olmalıdırlar. Ayrıca esnek ve odaklanmış olmalılar ve zor durumlarla soğukkanlılıkla başa çıkabilmelidirler.;0.28108868
